flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
-6046.55,2357.14,146.4,2419.62,1.451,0.104,0.182,0.0142,87.0,74.0,0.08,0.023,0.287,0.115,0.011,0.057,0.115,0.184,0.069,0.011,0.046,0.892,0.759,False,-0.398,0.062,0.293,50.6,57.82,7.91,0.017,3.72,0.139,w-g2ipm2li4,32538.0,6089.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0069,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,0xAYdBFKMHk,930.0,127.0
12.59,24.92,21.19,27.53,1.648,0.185,0.833,0.2414,14.0,14.0,0.143,0.0,0.071,0.214,0.0,0.071,0.286,0.0,0.071,0.143,0.0,1.0,1.0,True,-0.303,0.545,0.0,21.0,20.22,8.0,0.25,3.31,0.095,MNg3rM5HWoY,345.0,56.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,28FuV1M3YK4,930.0,127.0
-17.82,33.63,24.5,35.47,1.792,0.194,0.764,0.3026,23.0,23.0,0.174,0.0,0.217,0.043,0.0,0.0,0.13,0.0,0.435,0.0,0.0,1.0,1.0,True,-0.071,0.571,0.0,78.0,0.0,11.0,0.667,3.62,0.077,X5iPatyvZc0,480.0,74.0
-9151.27,3546.4,232.28,3639.84,1.629,0.177,0.2,0.0092,85.0,61.0,0.176,0.0,0.153,0.047,0.012,0.0,0.118,0.024,0.459,0.0,0.012,0.82,0.588,False,-0.144,0.018,0.569,53.86,60.02,7.79,0.011,4.25,0.108,CzFZ_7TeBuA,52779.0,9187.0
-421.46,198.74,32.81,206.04,1.308,0.053,0.422,0.1638,86.0,72.0,0.116,0.081,0.093,0.198,0.0,0.035,0.058,0.128,0.267,0.012,0.012,0.861,0.721,False,-0.232,0.23,0.333,35.67,31.08,7.0,0.102,3.47,0.185,xtrOuE93fgo,2564.0,523.0
-337.79,161.98,42.29,167.22,1.531,0.115,0.521,0.1151,48.0,38.0,0.021,0.0,0.229,0.125,0.0,0.021,0.021,0.146,0.396,0.0,0.042,0.921,0.729,False,-0.186,0.216,1.0,141.33,243.06,7.67,0.318,6.67,0.101,utuqQi9tQGY,2383.0,416.0
83.81,5.5,8.0,7.94,1.264,0.046,0.563,0.0057,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,0.083,14.67,7.55,5.42,0.109,3.34,0.21,OBBE0-gjYCc,863.0,168.0
-87.55,70.93,17.12,74.07,1.284,0.033,0.623,0.2193,41.0,37.0,0.146,0.073,0.171,0.049,0.0,0.0,0.073,0.049,0.341,0.098,0.0,0.892,0.805,False,-0.188,0.457,0.167,32.17,31.86,7.83,0.232,3.36,0.192,98f_BaEpDeI,949.0,185.0
-832.22,353.42,55.49,364.21,1.46,0.093,0.349,0.0471,43.0,40.0,0.047,0.0,0.186,0.093,0.023,0.0,0.14,0.209,0.279,0.023,0.0,0.95,0.884,False,-0.318,0.161,0.467,63.07,48.01,10.13,0.121,3.48,0.144,wGYYkk7ysp0,4945.0,911.0
-244.43,125.36,41.02,130.44,1.567,0.14,0.497,0.0669,21.0,18.0,0.095,0.095,0.286,0.0,0.0,0.048,0.143,0.048,0.238,0.0,0.048,0.889,0.762,False,-0.25,0.37,0.0,79.25,55.44,12.75,0.415,4.09,0.091,EwkaRBKOmtY,1769.0,314.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,bNEvTFtY2r8,63.0,10.0
66.74,7.76,10.61,9.11,1.472,0.112,0.571,0.0244,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.125,0.25,0.0,0.0,0.833,0.625,False,-0.431,0.385,0.238,16.0,11.26,5.76,0.084,3.27,0.158,keQgMdhp9cQ,1876.0,333.0
-326.83,158.71,43.52,165.38,1.485,0.124,0.45,0.0648,26.0,22.0,0.077,0.038,0.269,0.0,0.0,0.0,0.154,0.192,0.231,0.038,0.0,0.864,0.731,False,-0.283,0.3,0.5,68.67,110.7,7.5,0.25,4.51,0.177,WDidg3_Onp0,2204.0,401.0
-583.07,256.06,49.54,263.51,1.538,0.102,0.408,0.1138,76.0,56.0,0.039,0.013,0.303,0.039,0.0,0.0,0.0,0.105,0.487,0.013,0.0,0.839,0.618,False,-0.197,0.153,0.286,97.71,91.02,13.0,0.209,4.95,0.115,YC08dBi0B3w,3896.0,662.0
40.64,13.49,15.51,15.58,1.68,0.165,0.389,0.0012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,-0.231,0.1,0.1,22.0,14.59,7.05,0.049,3.49,0.109,uc5jwXXyDzw,5299.0,863.0
49.53,11.03,17.47,13.0,1.634,0.148,0.332,0.0082,11.0,11.0,0.182,0.0,0.182,0.0,0.0,0.091,0.0,0.0,0.545,0.0,0.0,1.0,1.0,False,-0.231,0.118,0.162,19.97,11.44,6.44,0.029,3.2,0.082,qzVhYs8-TB4,8029.0,1330.0
55.86,15.65,14.55,19.33,1.293,0.098,0.732,0.1707,7.0,6.0,0.0,0.0,0.0,0.286,0.0,0.143,0.0,0.0,0.571,0.0,0.0,0.833,0.714,True,-0.333,0.5,2.0,45.0,0.0,7.0,0.889,3.07,0.244,kKA3Wjh6WsQ,210.0,41.0
-99.08,74.78,22.08,78.26,1.312,0.057,0.505,0.1615,31.0,28.0,0.29,0.0,0.032,0.0,0.0,0.0,0.0,0.065,0.355,0.258,0.0,0.893,0.806,False,-0.175,0.429,2.0,199.0,0.0,36.0,0.952,3.59,0.171,0o1wQZokePs,999.0,192.0
-330.13,161.41,38.34,167.71,1.416,0.092,0.382,0.1647,69.0,48.0,0.043,0.058,0.029,0.087,0.0,0.116,0.029,0.058,0.58,0.0,0.0,0.792,0.551,False,-0.125,0.203,0.1,42.9,51.58,6.5,0.168,3.53,0.121,VrwVGMAD48o,2165.0,418.0
-111.05,76.2,26.68,79.33,1.466,0.089,0.524,0.1606,31.0,27.0,0.161,0.0,0.194,0.032,0.0,0.194,0.161,0.065,0.194,0.0,0.0,0.852,0.742,False,-0.117,0.4,2.0,198.0,0.0,13.0,0.933,8.55,0.167,UW8Bk1DHZcA,1080.0,192.0
-171.97,100.84,33.36,106.46,1.406,0.109,0.492,0.1367,35.0,31.0,0.2,0.029,0.057,0.057,0.029,0.2,0.057,0.0,0.343,0.029,0.0,0.871,0.771,False,-0.237,0.368,0.125,33.25,29.97,7.12,0.179,3.38,0.158,CR_CUgLV8M8,1285.0,256.0
-554.24,245.34,53.58,253.44,1.522,0.125,0.448,0.0685,43.0,30.0,0.07,0.047,0.07,0.047,0.023,0.047,0.047,0.093,0.465,0.07,0.023,0.833,0.581,False,-0.236,0.193,9.0,638.0,0.0,20.0,0.976,7.93,0.097,E-wOxOakE8A,3492.0,627.0
67.06,8.51,10.13,10.29,1.43,0.081,0.415,0.0301,17.0,14.0,0.059,0.059,0.235,0.0,0.0,0.0,0.118,0.235,0.176,0.118,0.0,0.857,0.706,False,-0.403,0.278,0.0,18.94,10.98,5.84,0.083,3.07,0.145,7flEoSSNGsY,3078.0,561.0
88.8,3.16,7.07,5.33,1.285,0.052,0.528,0.0357,7.0,7.0,0.0,0.0,0.143,0.0,0.0,0.143,0.429,0.143,0.0,0.143,0.0,1.0,1.0,False,-0.148,0.444,0.095,9.57,5.48,4.43,0.065,2.68,0.184,eXcxe5SbbM0,955.0,195.0
73.43,6.09,12.16,7.97,1.429,0.101,0.38,0.0242,18.0,15.0,0.222,0.111,0.222,0.0,0.111,0.111,0.056,0.056,0.056,0.056,0.0,0.867,0.722,False,-0.303,0.14,0.109,12.41,8.0,4.48,0.028,3.11,0.159,JeyxWy-Q3z8,4126.0,749.0
-89.93,64.81,31.69,67.64,1.624,0.159,0.688,0.2357,37.0,36.0,0.108,0.189,0.216,0.189,0.0,0.0,0.027,0.054,0.216,0.0,0.0,0.972,0.946,True,-0.267,0.55,0.167,28.0,24.71,6.17,0.147,3.04,0.149,GnNi7_OkCUQ,937.0,157.0
-308.59,152.94,37.88,158.99,1.425,0.095,0.389,0.0981,78.0,66.0,0.115,0.013,0.167,0.026,0.0,0.077,0.038,0.231,0.282,0.051,0.0,0.894,0.756,False,-0.304,0.225,0.4,54.6,41.71,7.33,0.145,3.95,0.16,gs1DWrXxp7Y,4153.0,790.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,Es0RNKAb5xQ,63.0,10.0
-6644.95,2585.43,177.34,2654.07,1.53,0.14,0.21,0.0118,80.0,71.0,0.1,0.037,0.075,0.163,0.0,0.037,0.087,0.062,0.4,0.0,0.037,0.944,0.838,False,-0.349,0.041,0.539,60.49,67.73,8.48,0.018,4.58,0.127,TLHSwh4UIJ0,37787.0,6729.0
-4276.15,1675.95,127.5,1720.88,1.497,0.11,0.202,0.0118,52.0,29.0,0.038,0.077,0.058,0.019,0.327,0.0,0.135,0.038,0.308,0.0,0.0,0.69,0.385,False,-0.255,0.034,4.571,315.36,194.24,14.79,0.111,6.55,0.123,62TiP9HlXNk,24514.0,4358.0
-1882.49,752.31,111.52,773.96,1.685,0.188,0.266,0.061,118.0,75.0,0.314,0.076,0.085,0.127,0.042,0.034,0.0,0.059,0.254,0.0,0.008,0.8,0.508,False,-0.121,0.057,6.667,323.83,326.29,12.5,0.293,11.25,0.091,_uYUiRBrAMk,11377.0,1930.0
-5325.51,2080.18,144.34,2136.02,1.447,0.115,0.185,0.0037,20.0,18.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.0,0.889,0.8,False,-0.431,0.054,0.529,79.7,84.08,10.21,0.024,5.14,0.15,FOe0sdZY9pw,29144.0,5368.0
-7821.82,3038.26,186.03,3118.56,1.5,0.132,0.167,0.0085,67.0,60.0,0.299,0.0,0.06,0.045,0.015,0.015,0.119,0.03,0.328,0.09,0.0,0.917,0.821,False,-0.309,0.036,0.454,66.99,119.29,8.92,0.014,4.92,0.138,gz2eOc5R3SM,42954.0,7822.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,C3wIiVF_k-I,63.0,10.0
-233.17,116.09,50.24,121.68,1.806,0.24,0.509,0.212,60.0,41.0,0.55,0.1,0.0,0.033,0.017,0.067,0.0,0.017,0.183,0.033,0.0,0.78,0.533,False,-0.067,0.286,5.0,285.0,0.0,20.0,0.938,6.31,0.056,QBUYa64o_4A,1798.0,283.0
-372.77,173.32,48.83,179.43,1.632,0.147,0.462,0.1303,58.0,44.0,0.431,0.017,0.172,0.086,0.034,0.0,0.017,0.017,0.224,0.0,0.0,0.841,0.638,False,-0.26,0.262,0.667,151.67,192.11,12.0,0.446,5.07,0.108,86oF359FHUY,2680.0,440.0
-295.79,139.97,53.91,145.97,1.814,0.23,0.555,0.1371,48.0,40.0,0.167,0.042,0.125,0.146,0.021,0.104,0.104,0.021,0.271,0.0,0.0,0.9,0.75,False,-0.281,0.312,1.0,176.5,9.19,17.0,0.69,4.67,0.079,msEpbc-iG0c,2207.0,347.0
-7820.03,3037.51,180.78,3117.58,1.503,0.124,0.165,0.0074,58.0,49.0,0.276,0.0,0.172,0.103,0.0,0.017,0.103,0.052,0.276,0.0,0.0,0.898,0.759,False,-0.254,0.031,0.308,59.8,76.95,8.37,0.013,4.3,0.131,wzOSWDrRKwY,42853.0,7813.0
42.0,11.97,14.19,14.42,1.728,0.204,0.646,0.0541,8.0,7.0,0.5,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.857,0.75,True,-0.424,0.636,0.125,18.88,7.53,6.25,0.159,3.72,0.113,jQUbgcBjDDY,925.0,148.0
38.57,13.69,30.98,16.32,1.709,0.197,0.24,0.0048,18.0,17.0,0.056,0.111,0.0,0.056,0.056,0.056,0.0,0.0,0.667,0.0,0.0,0.941,0.889,False,-0.261,0.054,0.295,24.12,15.47,7.45,0.016,3.26,0.065,Dx5_e7qdJjE,22764.0,3712.0
29.37,14.42,16.21,17.0,1.844,0.248,0.393,0.0225,14.0,13.0,0.571,0.286,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.857,False,-0.107,0.16,0.4,20.77,8.4,7.13,0.052,3.22,0.043,_kEoo15YIQk,4164.0,615.0
45.4,15.6,14.55,18.26,1.489,0.115,0.446,0.0284,12.0,12.0,0.0,0.0,0.333,0.083,0.0,0.083,0.0,0.0,0.5,0.0,0.0,1.0,1.0,False,-0.254,0.368,0.167,36.33,15.69,7.67,0.132,3.2,0.117,DehY-Be783M,2365.0,423.0
-548.64,240.58,60.83,248.47,1.647,0.168,0.44,0.1122,69.0,48.0,0.13,0.188,0.145,0.058,0.0,0.116,0.0,0.043,0.29,0.029,0.0,0.833,0.58,False,-0.166,0.16,1.5,308.5,45.96,17.5,0.674,5.67,0.058,vVNW1_QmgE0,3584.0,615.0
-173.39,102.03,29.92,106.69,1.375,0.085,0.412,0.148,78.0,63.0,0.167,0.179,0.051,0.013,0.0,0.0,0.051,0.128,0.372,0.0,0.038,0.825,0.667,False,-0.203,0.212,0.125,33.38,29.43,6.94,0.11,3.02,0.193,cmHFvywuC0k,2668.0,527.0
76.31,6.1,25.74,8.49,1.374,0.084,0.188,0.0027,15.0,12.0,0.2,0.067,0.067,0.0,0.0,0.067,0.0,0.067,0.533,0.0,0.0,0.833,0.667,False,-0.778,0.109,0.058,12.05,13.04,4.48,0.004,3.16,0.162,MlqpG3kNSL8,30660.0,5807.0
39.27,14.17,16.26,18.29,1.672,0.206,0.567,0.0934,17.0,13.0,0.118,0.059,0.353,0.0,0.0,0.059,0.059,0.0,0.353,0.0,0.0,0.692,0.529,False,-0.133,0.4,0.375,23.0,11.56,7.62,0.157,3.07,0.087,YtGsEdhM9qk,1129.0,181.0
98.16,1.16,5.92,3.76,1.207,0.037,0.578,0.0519,7.0,7.0,0.143,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.571,0.0,0.0,1.0,1.0,True,-0.476,0.714,0.095,6.67,7.53,3.29,0.1,2.8,0.271,T1A6td-Ci0k,689.0,135.0
-332.85,156.08,52.6,162.31,1.724,0.193,0.521,0.1403,55.0,45.0,0.036,0.091,0.327,0.036,0.018,0.036,0.145,0.0,0.309,0.0,0.0,0.889,0.727,False,-0.314,0.268,1.5,200.5,273.65,11.0,0.895,5.21,0.12,PdX4VA2dNMs,2454.0,390.0
-396.83,188.35,33.36,194.63,1.353,0.058,0.494,0.1857,91.0,75.0,0.143,0.011,0.066,0.165,0.0,0.0,0.044,0.055,0.451,0.022,0.044,0.88,0.725,False,-0.243,0.223,0.1,50.3,49.55,8.7,0.162,3.48,0.103,K_bgiqredAI,2567.0,489.0
-178.92,104.3,29.31,109.26,1.368,0.079,0.459,0.0639,17.0,14.0,0.176,0.0,0.059,0.0,0.0,0.0,0.176,0.235,0.294,0.059,0.0,0.786,0.647,False,-0.329,0.474,2.0,273.0,0.0,19.0,0.964,7.28,0.147,cKQNtDMeOek,1402.0,266.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,5OOtWbywkls,63.0,10.0
-4505.95,1766.13,117.38,1813.45,1.405,0.088,0.232,0.0131,60.0,46.0,0.25,0.133,0.05,0.033,0.017,0.1,0.117,0.05,0.217,0.0,0.033,0.739,0.567,False,-0.401,0.074,0.923,121.26,107.39,10.49,0.054,5.18,0.145,mHRJzSSTJWk,24795.0,4551.0
-88.54,61.63,35.95,66.28,1.752,0.228,0.641,0.1241,18.0,17.0,0.444,0.0,0.056,0.056,0.0,0.0,0.0,0.056,0.389,0.0,0.0,0.941,0.889,True,-0.022,0.522,2.0,146.0,0.0,19.0,0.917,3.09,0.103,LHMeXXTFIuM,876.0,145.0
-11.95,34.06,26.68,37.03,1.662,0.221,0.61,0.1013,8.0,7.0,0.375,0.25,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.857,0.75,True,0.0,0.5,0.0,79.0,0.0,13.0,0.8,4.07,0.127,L17XqtwyoxQ,464.0,78.0
-104.01,74.97,28.03,78.95,1.395,0.1,0.563,0.1832,35.0,30.0,0.114,0.057,0.229,0.086,0.0,0.0,0.057,0.029,0.314,0.114,0.0,0.9,0.771,False,-0.083,0.375,0.75,49.25,54.99,7.25,0.275,3.55,0.198,cgKj3iK_6UA,1006.0,191.0
-689.45,300.22,47.01,309.91,1.38,0.077,0.333,0.0415,32.0,23.0,0.156,0.156,0.125,0.062,0.031,0.062,0.156,0.031,0.219,0.0,0.0,0.696,0.5,False,-0.269,0.214,0.333,29.59,37.85,5.96,0.055,4.17,0.199,gSu_0TWRKTM,4049.0,770.0
52.95,11.16,12.16,12.84,1.563,0.117,0.516,0.1022,23.0,11.0,0.0,0.0,0.174,0.174,0.0,0.391,0.087,0.0,0.174,0.0,0.0,0.818,0.391,False,-0.27,0.36,0.1,22.8,12.41,8.2,0.178,3.21,0.101,mZPu52zlrpI,1320.0,223.0
-8372.71,3248.0,207.75,3333.35,1.593,0.154,0.167,0.0037,31.0,30.0,0.065,0.0,0.065,0.161,0.0,0.065,0.065,0.226,0.355,0.0,0.0,0.967,0.935,False,-0.182,0.038,1.301,103.1,103.04,12.13,0.021,4.61,0.095,5kUzMfvL-u0,48101.0,8403.0
-10307.44,3994.1,197.53,4098.66,1.462,0.113,0.131,0.0047,49.0,44.0,0.184,0.0,0.204,0.061,0.0,0.0,0.184,0.041,0.327,0.0,0.0,0.932,0.837,False,-0.263,0.028,0.47,53.58,80.58,7.84,0.009,4.43,0.125,ZdZ19RIZeZE,56360.0,10300.0
53.89,10.28,39.69,11.93,1.589,0.136,0.153,0.0005,5.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.0,1.0,False,-0.69,0.067,0.242,18.56,12.61,6.01,0.004,3.15,0.102,wN4UayDUow8,54281.0,9218.0
-5455.55,2127.39,164.0,2183.82,1.58,0.146,0.208,0.012,66.0,51.0,0.288,0.0,0.076,0.015,0.0,0.015,0.121,0.061,0.379,0.03,0.015,0.882,0.682,False,-0.512,0.08,0.655,102.78,135.21,10.8,0.033,4.65,0.128,ERz9My_l8XM,30974.0,5489.0
1.75,35.37,17.12,38.22,1.344,0.067,0.667,0.2667,24.0,22.0,0.0,0.042,0.083,0.125,0.0,0.042,0.042,0.042,0.5,0.042,0.083,0.909,0.833,False,-0.276,0.483,0.0,45.5,34.65,10.0,0.545,4.56,0.209,oj2xlp7a55c,443.0,90.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,v9Z6-QVfw7M,63.0,10.0
-81.66,63.4,24.5,64.45,1.538,0.09,0.628,0.2803,44.0,37.0,0.023,0.114,0.0,0.545,0.0,0.068,0.0,0.023,0.205,0.0,0.023,0.838,0.705,True,-0.008,0.508,2.0,158.0,0.0,13.0,0.875,4.85,0.038,L7OEN8JqJMc,948.0,157.0
-667.05,291.63,49.19,301.3,1.379,0.087,0.429,0.0942,71.0,62.0,0.127,0.141,0.028,0.127,0.0,0.127,0.042,0.056,0.268,0.056,0.028,0.903,0.789,False,-0.377,0.211,0.385,59.46,60.21,9.62,0.123,3.28,0.167,mM-73BNm-lk,3909.0,751.0
-344.2,169.09,32.81,175.9,1.306,0.062,0.452,0.1307,57.0,51.0,0.123,0.088,0.105,0.053,0.018,0.018,0.035,0.281,0.228,0.053,0.0,0.882,0.789,False,-0.167,0.221,0.333,50.11,53.38,7.11,0.179,3.59,0.204,djUlmp1yGiY,2156.0,436.0
-305.43,153.24,34.42,159.04,1.352,0.077,0.434,0.0934,37.0,34.0,0.243,0.108,0.054,0.189,0.0,0.027,0.054,0.081,0.243,0.0,0.0,0.912,0.838,False,-0.253,0.241,0.143,58.14,82.19,8.14,0.188,5.03,0.214,XOj9QI_3-W4,2048.0,394.0
74.95,6.39,10.5,8.69,1.386,0.094,0.491,0.0291,16.0,15.0,0.125,0.062,0.062,0.0,0.0,0.188,0.125,0.375,0.062,0.0,0.0,0.933,0.875,False,-0.393,0.269,0.098,13.78,7.57,5.24,0.051,2.95,0.126,2OAPveVvBZE,3036.0,546.0
-65.53,58.92,25.25,62.61,1.456,0.102,0.565,0.1342,20.0,18.0,0.1,0.0,0.1,0.05,0.0,0.25,0.25,0.05,0.15,0.0,0.05,0.889,0.8,True,-0.05,0.55,0.333,25.83,24.48,6.0,0.237,3.01,0.168,0PTSL9qCqQQ,787.0,148.0
-11682.88,4519.83,236.09,4637.26,1.596,0.144,0.167,0.0039,46.0,38.0,0.152,0.022,0.022,0.087,0.043,0.0,0.0,0.043,0.609,0.0,0.022,0.868,0.717,False,-0.233,0.019,0.756,70.28,114.09,9.02,0.01,5.43,0.102,pKCCjEINOQE,67712.0,11793.0
-5514.5,2150.51,154.06,2206.83,1.557,0.127,0.204,0.0137,77.0,64.0,0.182,0.013,0.195,0.065,0.052,0.0,0.065,0.039,0.351,0.0,0.039,0.875,0.727,False,-0.222,0.032,1.651,132.98,141.26,10.53,0.04,6.15,0.099,aEpxwapu7O4,32430.0,5592.0
70.62,7.36,12.91,9.31,1.419,0.086,0.361,0.0135,14.0,13.0,0.214,0.071,0.0,0.071,0.071,0.286,0.0,0.0,0.286,0.0,0.0,0.923,0.857,False,-0.446,0.276,0.221,16.04,10.57,5.34,0.028,3.06,0.143,2b5H5dfDkpQ,5666.0,1033.0
-1209.42,500.43,57.02,515.17,1.36,0.069,0.324,0.0286,37.0,31.0,0.054,0.216,0.054,0.054,0.0,0.0,0.054,0.162,0.405,0.0,0.0,0.839,0.703,False,-0.247,0.121,0.667,88.6,52.7,11.93,0.113,3.88,0.179,CTt1UBx_HRI,6621.0,1291.0
-52.64,52.65,25.98,56.25,1.519,0.124,0.605,0.1756,23.0,16.0,0.0,0.0,0.217,0.043,0.0,0.13,0.087,0.087,0.435,0.0,0.0,0.875,0.609,True,-0.387,0.581,0.0,44.33,36.75,6.33,0.368,3.6,0.113,19qKiwQZF6s,728.0,131.0
-139.65,85.9,32.26,89.9,1.528,0.121,0.579,0.1806,39.0,31.0,0.154,0.0,0.051,0.0,0.0,0.0,0.128,0.0,0.667,0.0,0.0,0.871,0.692,False,-0.173,0.44,0.286,31.57,25.5,7.71,0.214,2.93,0.122,8o9kupaKef8,1205.0,215.0
-208.99,112.47,38.81,117.76,1.532,0.138,0.504,0.1158,33.0,26.0,0.0,0.0,0.061,0.121,0.0,0.152,0.121,0.0,0.485,0.061,0.0,0.885,0.697,False,-0.292,0.4,0.0,72.5,71.47,9.5,0.789,3.39,0.117,NJKGAbSZr_s,1580.0,283.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,ffNiaeZQiWg,63.0,10.0
-232.49,123.44,40.59,130.18,1.438,0.137,0.543,0.2073,68.0,60.0,0.191,0.015,0.074,0.029,0.0,0.0,0.044,0.088,0.456,0.103,0.0,0.917,0.809,False,-0.272,0.309,0.222,37.11,25.98,7.67,0.193,3.37,0.168,2zi6d7WffN4,1710.0,323.0
-185.24,104.43,37.41,110.22,1.479,0.137,0.567,0.2214,58.0,54.0,0.172,0.0,0.172,0.069,0.0,0.086,0.138,0.017,0.293,0.052,0.0,0.944,0.879,False,-0.225,0.37,0.143,39.0,53.24,6.43,0.278,3.96,0.165,v3t3HzNFyAk,1423.0,262.0
-253.97,129.42,41.87,135.05,1.548,0.142,0.56,0.1687,55.0,54.0,0.145,0.073,0.164,0.091,0.0,0.0,0.2,0.055,0.273,0.0,0.0,0.981,0.964,False,-0.26,0.317,0.4,66.8,63.59,8.2,0.344,3.99,0.126,gpGlNOt8kxc,1821.0,326.0
-189.17,109.45,25.98,114.39,1.31,0.057,0.509,0.1484,42.0,39.0,0.095,0.214,0.095,0.048,0.071,0.024,0.024,0.071,0.238,0.095,0.024,0.923,0.857,False,-0.184,0.34,0.111,32.44,36.94,5.89,0.221,3.71,0.164,kyaQYIuzm_k,1454.0,282.0
-313.16,156.31,33.36,162.4,1.347,0.07,0.472,0.1062,43.0,41.0,0.163,0.023,0.047,0.233,0.047,0.047,0.0,0.163,0.279,0.0,0.0,0.951,0.907,False,-0.232,0.279,0.4,82.8,88.78,10.6,0.3,4.04,0.169,FuFAutN7yvU,2059.0,404.0
-311.96,153.41,41.87,160.33,1.465,0.118,0.491,0.1234,49.0,40.0,0.163,0.061,0.265,0.102,0.02,0.0,0.02,0.082,0.286,0.0,0.0,0.875,0.714,False,-0.228,0.254,0.25,103.0,116.18,9.0,0.299,6.36,0.129,RNwmNoxMl7k,2164.0,394.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,5oR3tvB9wM0,63.0,10.0
-101.71,75.64,22.92,79.66,1.32,0.062,0.582,0.1005,20.0,19.0,0.15,0.15,0.0,0.15,0.0,0.05,0.2,0.1,0.2,0.0,0.0,0.947,0.9,False,-0.212,0.455,0.333,34.17,18.61,6.67,0.19,3.46,0.18,2_S3Ifwc6pE,976.0,198.0
-277.78,143.92,30.53,150.05,1.289,0.062,0.473,0.2075,77.0,69.0,0.156,0.182,0.0,0.091,0.039,0.0,0.065,0.104,0.286,0.052,0.026,0.884,0.792,False,-0.128,0.277,0.154,29.85,28.86,6.77,0.101,3.19,0.214,N_cr5hZrGBQ,1772.0,371.0
-318.95,154.63,40.15,159.38,1.536,0.108,0.405,0.1378,54.0,30.0,0.13,0.056,0.315,0.056,0.056,0.074,0.0,0.019,0.296,0.0,0.0,0.833,0.463,False,-0.044,0.224,3.0,395.0,0.0,25.0,0.957,4.25,0.086,3kOElXz0vVg,2165.0,392.0
