"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"v15J9lo70cM","Pam Harrach went to doctor after doctor trying to figure out the cause of all of her unusual symptoms. No one could provide definitive answers until the North Platte, Nebraska, resident came to Nebraska Medical Center and found out she had something called nodule regenerative hyperplasia and would need a liver transplant. But the life-saving transplant is just half of the story. See how a young life cut tragically short allowed several other lives to continue through the gift of organ donation.",True,True,211.0,82,66,775,9,0,53500,1701,"Neutral",4
"v1AWGBxstp4","Director of Research Center for Transplant Jesse Schold walks you through what you need to know about transplant outcomes. Our goal with every kidney, liver, lung, and heart transplant we perform is to achieve the most outcomes with the highest survival rates. At UCHealth, we perform a high number of transplants because we have well-established data that proves that getting a transplant quickly is always in the recipient’s best interest.   UCHEALTH ACROSS THE WEB:  UCHealth.org: https://bit.ly/UCHealthWeb   YouTube: https://bit.ly/UCHealthYouTube Facebook: https://bit.ly/UCHealthFB   Twitter: https://bit.ly/UCHealthTwitter   Pinterest: https://bit.ly/UCHealthPin   Instagram: https://bit.ly/UCHealthIG  Google News: https://bit.ly/UCHealthGNP",True,True,118.0,89,74,477,4,0,45400,902,"Neutral",5
"v3t3HzNFyAk","“It’s a beautiful thing to have an impact on patients’ lives.” Dr. Julissa E. Jurado is a thoracic surgeon affiliated with Long Island Jewish Medical Center, LIJ Forest Hills and North Shore University Hospital. Committed to providing superior, compassionate surgical care, she is dedicated to optimizing patient outcomes.   Northwell Health is New York state’s largest healthcare provider, with 23 hospitals, 650 outpatient facilities and nearly 15,000 affiliated physicians. We’re here to set the standard of care for our communities—and make the 2 million-plus patients we treat every year not only healthier, but happier. With over 66,000 employees, we have the brainpower to dream up new possibilities, and the manpower to make them a reality. Visit https://www.northwell.edu/      Subscribe to Northwell Health’s YouTube http://bit.ly/2wPz7on or head to our channel https://www.youtube.com/northwellhealth1     The Well - https://thewell.northwell.edu/   Facebook – http://www.facebook.com/northwellhealth   Twitter - http://www.twitter.com/northwellhealth    Instagram - http://www.instagram.com/northwellhealth   LinkedIn -  http://www.linkedin/northwellhealth",True,True,97.0,139,114,2169,22,0,44000,2439,"Positive",7
"v6GGHwfgU6s","Having children after getting a kidney transplant.  Donate to support our mission today: https://www.kidney.org/support?youtube  Subscribe to our YouTube channel: http://bit.ly/nkfyoutube  Learn about kidney health, kidney disease, and related conditions: https://www.kidney.org/atoz   About the National Kidney Foundation:  Fueled by passion and urgency, National Kidney Foundation is a lifeline for all people affected by kidney disease. As pioneers of scientific research and innovation, NKF focuses on the whole patient through the lens of kidney health. Relentless in our work, we enhance lives through action, education and accelerating change.   Follow NKF at:  https://www.instagram.com/nationalkidneyfoundation/  https://www.facebook.com/nationalkidneyfoundation/  https://twitter.com/nkf   #kidneys #kidneystrong #kidneyhealth #heartyourkidneys #mykidneysmylife",True,True,46.0,96,74,64,0,0,46000,861,"Very Positive",5
"v7H95UZTyC4","Spectrum Health surgeons performed the first lung transplant in West Michigan on Monday, February 4, at the Spectrum Health Fred and Lena Meijer Heart Center. Joseph Steponski, 59, of Wyoming, Michigan, emerged from surgery that morning and is in good condition.  Steponski received a single, right-lung transplant. A team headed by cardiothoracic surgeon Asghar Khaghani, MD, performed the transplant. He was assisted by cardiothoracic surgeon Robert Hooker, MD.  For more information visit: http://www.spectrumhealth.org/body.cfm?id=677&limit_location=&limit_category=&action=detail&ref=842",True,True,292.0,73,58,775,6,0,9140,1878,"Neutral",6
"v9LKiAJVIfQ","George Mazariegos, MD, FACS, director of Pediatric Transplantation at the Hillman Center for Pediatric Transplantation at UPMC Children's Hospital of Pittsburgh narrates this surgery video of a pediatric split liver transplant. Learn more about liver transplants at UPMC Children's: https://www.chp.edu/our-services/transplant/liver",True,True,652.0,40,31,216823,1495,181,13800,709,"Neutral",2
"v9Z6-QVfw7M","The Kidney Transplant Program at the University of Illinois Hospital & Health Sciences System was featured on WGN's Living Healthy.  The segment highlights our program, including the ability to perform robotic kidney transplants regardless of a patient's weight and an incompatible blood type with their donor.",True,True,121.0,45,42,677,0,0,878,241,"Neutral",2
"v9vDeyINVsc","Daniel Brennan is a nephrologist and medical director of the Comprehensive Transplant Center. Dr. Brennan’s areas of clinical expertise include transplant nephrology and renal disease. Learn more about Dr. Brennan at https://www.hopkinsmedicine.org/daniel-brennan",True,True,157.0,32,28,3347,24,8,477000,4732,"Neutral",3
"vAtPL0_EUiY",": Organ transplantation has come a long way in recent years. Kidney transplants, for example, are very successful operations. But unless a patient gets an organ from an identical twin, he's stuck taking medication to suppress his immune system so the body doesn't reject it. Doctors at Mayo Clinic want to change that. They're researching ways to grow organs from a patients own stem cells. It's called regenerative medicine, and it offers hope for a solution to organ rejection.",True,True,137.0,78,67,2283,10,0,1220000,11882,"Negative",6
"vAzY6Z3N_g8","Transplant nurse coordinators work closely with each patient from the time of evaluation before transplant, through approval for the transplant wait list, placing the call that an organ is available, and educating the patient about anti-rejection medications in the hospital after their transplant. Nurse coordinators work with living donors and recipients to ensure each patient receives a thorough medical, physical and mental health work-up and is adequately prepared to pursue living donation or to receive a new organ and take care of that new organ for many years after transplantation.  Related Links:  Transplant Nurse Coordinators http://umm.edu/programs/transplant/health/meet-the-transplant-nurse-coordinators  Transplant Extended Family http://umm.edu/health/video/transplantation/transplant-extended-family",True,True,371.0,100,69,13023,57,3,42900,959,"Neutral",3
"vBpSOIt_MBM","In this video, Dr. Sung describes how to backtable the pancreas in preparation for transplantation. He has specific pearls on forming the Y-graft.  Connect with U-M Transplant Research Education and Engagement on Twitter @UM_TREE.  -------------------------------------------------------    Subscribe to Michigan Medicine’s YouTube channel for upcoming videos and future live streams featuring our experts answering your questions.    -------------------------------------------------------    Follow Michigan Surgery on Social:    Twitter: https://twitter.com/UMichSurgery​  Instagram: https://www.instagram.com/michigan_surgery/ LinkedIn: https://www.linkedin.com/company/michigan-surgery",True,True,233.0,64,56,361,6,0,216000,5950,"Neutral",6
"vClUNukh610","Harold Baines, MLB Hall of Famer has a genetic condition called Amyloidosis which is a rare disease characterized by a buildup of abnormal amyloid deposits in the body. As a result, he needed both a heart and kidney transplant. #HeartKidneyTransplant #JohnsHopkins #HaroldBaines  Learn more about Amyloidosis https://www.hopkinsmedicine.org/health/conditions-and-diseases/amyloidosis",True,True,308.0,47,41,4758,63,9,477000,4732,"Neutral",3
"vHdI6Jvmu1w","Isaac Gonzalez, 19, and George Jimenez, 56, met at the Sulpizio Cardiovascular Center after their respective heart transplant surgeries. They quickly became a source of inspiration and support for each other.   The UC San Diego Health heart transplant program is ranked #2 in the nation for one-year patient survival rates among programs with 100 to 120 heart transplants performed. More about our transplant survival rates: https://health.ucsd.edu/care/transplant-programs/  Led by Drs. Victor Pretorius and Eric Adler, our heart transplant program has grown to be the largest in San Diego and the third largest in California, placing it among the nation's top-performing transplant centers.   In addition, our results exceed national standards for heart transplantation for people with irreversible, life-threatening heart disease. Learn more at: https://health.ucsd.edu/care/transplant-programs/heart  In September 2020, UC San Diego Health became the first hospital on the West Coast to perform heart transplant surgery from a donor after circulatory death, or DCD, using a new portable organ care system.   The successful surgery is part of a national interventional clinical trial that could increase organ donation by an estimated 20-30 percent, resulting in less waiting time for patients in need of a new heart. Read more: https://health.ucsd.edu/news/releases/Pages/2020-09-15-uc-san-diego-health-revives-non-beating-donor-heart-for-successful-tansplantation.aspx",True,True,142.0,194,131,1296,18,0,113000,553,"Neutral",9
"vJhUXyBFaUI","Mayo Clinic hematologist Angela Dispenzieri, M.D., discusses liver transplant for transthyretin amyloidosis.  Visit http://www.mayoclinic.org/diseases-conditions/amyloidosis/basics/definition/con-20024354?mc_id=global&utm_source=youtube&utm_medium=sm&utm_content=otherheart&utm_campaign=mayoclinic&geo=global&placementsite=enterprise&cauid=103951 to learn more about transthyretin amyloidosis or to make an appointment.      Amyloidosis is a disease where abnormal proteins form fibrils and deposit in organs such as the heart and kidneys.  Transthyretin is a normal protein that is made in the liver.  Those proteins are then circulated in the blood.  This is a normal process, however, if an inherited abnormality is introduced, the pathway is changed and these proteins can deposit into the organs causing people to feel unwell.  Symptoms of transthyretin amyloidosis are shortness of breath, changes in bowel habits, reduced exercise stamina, and numbness or tingling.   Treatment for transthyretin amyloidosis can include liver transplantation done through a donor program or through a living donor.   Video Content Outline: ·         Introduction ·         What is transthyretin amyloidosis (0:42) ·         Why liver transplant (6:03) ·         How liver transplant (7:36) ·         Results (10:46) ·         Alternative options (13:00) ·         Conclusion (16:13)",True,True,985.0,153,103,1064,7,0,1220000,11882,"Neutral",9
"vK7q4zoj7fM","Mayo Clinic's liver transplant doctors and surgeons use proven innovations to successfully treat people with liver failure and other complications of liver conditions. Their expertise with living-donor transplant, a fast-track recovery process and multiorgan transplants are part of the reason why people turn to the Mayo Clinic Liver Transplant Program.   As part of a three-site institution, Mayo Clinic surgeons perform nearly 450 liver transplants a year, including for people with very challenging health situations who need specialized solutions and surgeries.  Learn more about liver transplant at Mayo Clinic here https://mayocl.in/3aDB7bw Request an appointment: https://mayocl.in/3anB5o4    Like Mayo Clinic on Facebook: https://www.facebook.com/MayoClinic/  Follow Mayo Clinic on Instagram: https://www.instagram.com/mayoclinic/   Follow Mayo Clinic on Twitter: https://twitter.com/MayoClinic",True,True,94.0,112,76,4979,62,0,1220000,11882,"Neutral",4
"vK98JdW8zT8","Dr. Reginald Gohh is a nephrologist with the MedStar Georgetown Transplant Institute. Dr. Gohh specializes in hypertension, kidney disease, nephrology, renal transplants, and urinary tract infections. For more information, visit: https://www.medstarhealth.org/services/medstar-georgetown-transplant-institute.",True,True,739.0,31,29,421,2,1,10700,653,"Neutral",3
"vMfopCQEf0s","Philip Thrush, MD, is the Program Director of the Heart Failure & Transplant Fellowship at Ann & Robert H. Lurie Children's Hospital of Chicago.",True,True,271.0,22,20,472,3,0,41000,831,"Neutral",1
"vMzfegrylR4","Sometimes, the gift of life can be “re-gifted” – and should be, says a prominent kidney surgeon. Kidney retransplantation – transplanting a kidney that has been transplanted once before – has only been performed a handful of times. Dr. Jeffrey Veale, director of the UCLA Kidney Transplantation Exchange Program at Ronald Reagan UCLA Medical Center has successfully performed this rare procedure – which was once considered taboo -- on three occasions, and is calling on the medical community to make this standard practice.",True,True,80.0,78,60,427,7,1,569000,3032,"Neutral",3
"vRMDcFrEq4Y","Kyle Hope, MD, MS, is a pediatric cardiologist at Texas Children’s Hospital in Houston, TX USA. As a medical student, he was interested in congenital heart disease and his research mentor was a pediatric heart failure and transplantation physician. Kyle was inspired to pursue the career after seeing his mentor’s relationship with his patients and the change transplantation can have on someone’s life. Now he loves his job and enjoys seeing how transplantation can transform a child’s life.   Kyle became involved with ISHLT while attending an Annual Meeting and reflects that the Society has opened many doors for him to meet new people, create collaborations at other centers, present his research, and learn more.   Attend ISHLT2024 in Prague to discover ground-breaking science and to connect with a multinational, interdisciplinary community. Register now at https://ishlt.org/ishlt2024/2024-annual-meeting-and-scientific-sessions/registration",True,True,121.0,134,96,111,1,0,674,262,"Positive",7
"vRcaFfLIumE","After traveling the globe in her younger years, Elzbieta started slowing down due to the effects of heart failure. She was shocked when she was told she needed a heart transplant.   Our team at the Sandra Atlas Bass Heart Hospital at North Shore University Hospital was ready to provide Elzbieta with the absolute best care. Just 10 months after her transplant, she traveled back to her native Poland and had a wonderful trip.   There’s plenty more of the world she’d now like to see with her new heart.  ###  Northwell Health is New York State’s largest health care provider and private employer, with 21 hospitals, about 900 outpatient facilities and more than 12,000 affiliated physicians.  We care for over two million people annually in the New York metro area and beyond, thanks to philanthropic support from our communities. Our 87,000 employees – 18,900 nurses and 4,900 employed doctors, including members of Northwell Health Physician Partners – are working to change health care for the better.  We’re making breakthroughs in medicine at the Feinstein Institutes for Medical Research. We're training the next generation of medical professionals at the visionary Donald and Barbara Zucker School of Medicine at Hofstra/Northwell and the Hofstra Northwell School of Nursing and Physician Assistant Studies.  For information on our more than 100 medical specialties, visit Northwell.edu  Interested in a career at Northwell Health? Visit Jobs.Northwell.edu and explore our many opportunities.  Visit us at The Well: https://thewell.northwell.edu/  Follow Northwell on Social Media: https://www.tiktok.com/@what.thewell https://www.facebook.com/northwellhealth https://www.instagram.com/northwellhealth https://www.twitter.com/northwellhealth   https://www.linkedin.com/company/northwell-health",True,True,135.0,246,167,151,2,0,44000,2439,"Very Positive",12
"vTXAWMO5mvE","Kidney failure is when the kidneys stop working effectively, losing the ability to filter waste from a person’s blood. Here are the most common kidney failure symptoms that occur as a result. #kidneyfailuresymptoms #signsofkidneyfailure #kidneyfailure #health #shorts",True,True,8.0,37,33,154248,1027,27,13900,447,"Neutral",3
"vTbyIYG2DmM","Chavonne Newman, RN, a UPMC heart transplant coordinator, discusses the role of the transplant coordinator in helping patients move back home and take care of their heart after transplant. To learn more about Heart Transplant care at UPMC, please visit https://www.upmc.com/services/transplant/heart",True,True,148.0,41,33,593,4,0,50000,1839,"Neutral",2
"vU5RpLjZF8w","The field of organ transplantation has improved dramatically in the past 20 years, with longer-term survival rates, fewer post-transplant infections, and more living donors coming forward. For Donate Life Month, the leaders of UT Southwestern’s Kidney and Liver Transplant Programs discuss the tremendous progress that’s been made and the challenges that still lie ahead.",True,True,443.0,54,48,391,5,0,56400,1114,"Neutral",2
"vVAc7PEuivQ","For more information on Dr. Strazzabosco or #YaleMedicine, visit: https://www.yalemedicine.org/doctors/mario_strazzabosco.  Mario Strazzabosco, MD, PhD, the director and clinical program leader of the Smilow Liver Cancer Program, specializes in the care of patients with liver cancers. Dr. Strazzabosco enjoys forming lasting relationships with his patients, whom he continues to monitor after they’ve been diagnosed with liver cancer. He and his team are quick to diagnose a recurrence of the disease and treat the chronic liver diseases (like cirrhosis of any cause, fatty liver disease or biliary diseases) that can lead to liver cancer while maintaining as much “liver health” as possible. “To be diagnosed with liver cancer is the beginning of a journey,” Dr. Strazzabosco says. “And it will be a long one. We'll be together for many, many miles."" Along the way, Dr. Strazzabosco ensures his patients receive coordinated care from the program’s team of experts, including medical oncologists, interventional radiologists, surgical oncologists, hepatologists, and transplantation surgeons. Together, these specialists work to offer a personalized care and to provide oncologic treatments while preserving the function of the liver. If liver function cannot be preserved, and a liver transplant becomes the best option, Dr. Strazzabosco and his team work closely with the physicians and surgeons of the Yale New Haven Hospital Transplant Center. What he enjoys most about the job is when patients come back to see him with a happy face. “That’s the best part of my work,” he says, “and that's an example where the program all together works in a coordinated fashion and generates a happy-ending story. It takes a village to provide care to these patients. Each specialist provides his or her part of the care in order to generate a happy face, or what doctors call a 'good outcome.'” Dr. Strazzabosco is also a professor of medicine (digestive diseases) at Yale School of Medicine and deputy director of the Yale Liver Center. He conducts research on liver regeneration, liver cancer care and a rarer form of the cancer that starts in the bile ducts known as cholangiocarcinoma.",True,True,58.0,341,187,372,0,0,74500,586,"Positive",16
"vVNW1_QmgE0","Discover the potential medical and surgical risks associated with living kidney donation. This video provides a look at possible complications of living donation.  To learn more about living donation, visit https://www.massgeneral.org/transplant/about/living-donor-program  For questions about your unique situation, please contact your living kidney donation team.",True,True,324.0,44,35,563,2,0,98900,2838,"Neutral",3
"vX7b2dwkrwc","Watch to learn more about our leading kidney transplant program and visit: https://www.MHS.net/Transplant.    Learn more about Basit Javaid, MD, Medical Director, Transplant Nephrology, at https://www.mhs.net/physicians/j/javaid-basit and Seyed Ghasemian, MD, Chief, Abdominal Transplant Surgery, at https://www.mhs.net/physicians/g/ghasemian-seyed",True,True,141.0,35,29,559,2,0,35300,1846,"Neutral",2
"vXgryOtLCV8","Join us as we openly and honestly talk about organ donation and transplantation. This series explores the impact that donation and transplantation has on ones mental health. In this episode Alin shares her experience on mental health as a heart transplant recipient.  Generously sponsored by Eurofins Transplant Genomics  00:00 - The Power of Shared Experience 00:05 - Meet Alin 00:17 - Navigating the Diagnosis 01:20 - The Emotional Journey 02:50 - The Impact 03:33 - Survivors Guilt and Meeting her Donor Family 04:18 - Staying Positive",True,True,299.0,79,65,484,5,0,24900,211,"Neutral",5
"vXxVFIgNTCE","Patient and doctor were filmed in 2018.  While the lung transplant process is a difficult, life-changing experience, you can feel confident in our experience.  Duke's lung transplant program is the second-largest in the country based on the number of transplants performed.  The entire Duke lung transplant team -- including pre- and post-transplant coordinators, doctors and surgeons, nutritionists, rehabilitation specialists, psychologists, social workers, and counselors -- is here to support you through every step of your journey. If you are a candidate for lung transplant surgery, we help you get your life back, unencumbered by lung disease.",True,True,39.0,94,70,201881,136,0,55000,668,"Neutral",5
"vavGxnUyy9A","UCLA nephrologist Anjay Rastogi, MD, and transplant coordinator Bethany Durban, MDS, talk about kidney transplantation, including wait list times and processes and current health care needs and challenges. Learn more: https://www.uclahealth.org/core-kidney/",True,True,2237.0,31,28,6468,60,4,569000,3032,"Neutral",2
"vewV6Zv_4I4","She was hours from death when UT Southwestern surgeons stepped in and made history. Andie Kay Joyner shares the story of her heart and liver transplant that gave her a renewed purpose in life.",True,True,262.0,34,31,510,7,2,56400,1114,"Positive",2
"vhzd_ts3fQA","Five-month-old Ethan Robbins received a new heart in April--the 100th heart transplant patient at Seattle Children's Hospital.",True,True,188.0,17,16,1734,14,0,57500,1308,"Neutral",1
"vj-8ikMXPPk","Liver Transplant - Going Home and Aftercare For more information, visit https://www.BSWHealth.com/LiverTransplant.  Fort Worth, call 817.922.4650. Dallas, call 214.820.2050.",True,True,189.0,18,17,3973,22,0,27400,964,"Neutral",3
"vjih9pfBM6c","nan",True,False,190.0,0,0,7263,36,0,21200,1769,"",0
"vk3B1EmqhCM","Al Burne, 47, knew a liver transplant was  likely. He had been diagnosed with a rare genetic liver and lung disorder - Alpha-1-antitrypsin deficiency - in 1987 and was told that eventually a transplant might be  necessary. But then he learned last Christmas that cancer had struck and his treatment options were sparse, let alone the chance for a new liver. But the North Carolina resident and  father of two looked to Mayo Clinic, which was offering a new treatment that destroys cancer cells with heat. Mayo Clinic physicians are among the first in  the country to use MRI-guided laser ablation to heat up and destroy tumors in  the liver, kidney and prostate.    Download PDF story of Al's Sharing Mayo Clinic Story: http://www.mayoclinic.org/mcitems/mc7200-mc7299/mc7200-0411.pdf",True,True,262.0,121,84,8935,43,0,1220000,11882,"Neutral",6
"vlkASwAkHaE","http://www.cincinnatichildrens.org  ""Hi. Welcome to the Heart Institute at Cincinnati Children's. My name is Breann Taylor. I am a heart transplant pharmacist here at the hospital.  I'm going to walk you through the expected follow-up visits after your heart transplant.  Our goal is to make sure you have the best quality of life after surgery. You will have the highest risk for rejection or an acute event in the first year. There will be some restrictions at first, but as time goes on, those restrictions will become less and less.  Come take a walk with me, and we will check out the clinic where you will have your follow-ups.  You will be seen in clinic every week for the first three months after transplant. I know this seems like a lot, but this is a crucial time for us to monitor your progress.  If everything progresses according to plan, these visits will become further and further apart.  During these visits, you will have an echocardiogram so that we will have a better understanding of how your body is reacting to your new heart.  After transplant, you will be taking several new medications. It is very important to take these medications exactly as directed by the heart transplant team. This will help ensure that your body does not reject your new heart.  It is very important to make sure your labs are drawn at the right time. In order for us to make sure your levels are within goal, labs should be drawn 30 to 60 minutes before your next dose is due.  Keeping your primary care physician after transplant is very important. This person will be responsible for treating any illness not related to the heart, as well as for your yearly checkup.  Communication with your transplant team about labs, medication and illness is key to a successful recovery.  Please call our office at 513-803-2997. We're here to answer any questions you may have.",True,True,127.0,323,172,925,7,0,251000,1949,"Neutral",23
"voEQjWvxBRM","Watch to meet Seyed Ghasemian, MD, Chief, Abdominal Transplant Surgery, Memorial Transplant Institute. Originally from Iran, he is an experienced transplant surgeon who has performed over 1,000 surgeries for both kidney donors and recipients.    Learn more about Dr. Ghasemian at https://www.mhs.net/physicians/g/ghasemian-seyed.",True,True,90.0,41,39,885,9,0,35300,1846,"Neutral",3
"vpUDUvKcPIg","Patients were filmed in 2019.  Weight loss surgery is a safe, proven option for people on their weight loss journey. Weight loss surgery is not a quick-fix or an easy way out. But when it's accompanied by permanent lifestyle changes, it can help you achieve lasting benefits in your physical, emotional, and social well-being.  See if you're a candidate: https://www.dukehealth.org/treatments/weight-loss-surgery-candidate",True,True,38.0,60,52,6883,5,0,55000,668,"Neutral",5
"vqeDdme8V08","Donate to support our mission today: https://www.kidney.org/support?youtube  Subscribe to our YouTube channel: http://bit.ly/nkfyoutube  Learn about kidney health, kidney disease, and related conditions: https://www.kidney.org/atoz   About the National Kidney Foundation:  Fueled by passion and urgency, National Kidney Foundation is a lifeline for all people affected by kidney disease. As pioneers of scientific research and innovation, NKF focuses on the whole patient through the lens of kidney health. Relentless in our work, we enhance lives through action, education and accelerating change.   Follow NKF at:  https://www.instagram.com/nationalkidneyfoundation/  https://www.facebook.com/nationalkidneyfoundation/  https://twitter.com/nkf   #kidneys #kidneystrong #kidneyhealth #heartyourkidneys #mykidneysmylife",True,True,29.0,89,69,547908,8897,476,46000,861,"Very Positive",4
"vw9RdfOeS1g","The UC Health transplant program began in 1967 and is the only full-service transplant center in Cincinnati. We offer heart, liver, kidney and pancreas transplants.",True,True,161.0,25,22,1600,6,4,13500,719,"Neutral",2
"vxRLLRksj1c","There is a TON of research underway for pulmonary fibrosis. Researchers have dedicated their careers to finding answers about this disease. In this PFF Summit session, we’re giving you an inside look about what the field of PF research looks like today. And as the title says, “be the change you want to see,” this session also explains why research NEEDS patient volunteers. ⚠️ Without you, research will come to a stand-still.",True,True,3444.0,71,56,347,12,1,17100,551,"Neutral",5
"vxr9NEzlDeU","This COVID-19 special module on donor and transplant issues was recorded on May 11, 2020.",True,True,5698.0,15,14,2265,8,0,24900,211,"Neutral",1
"vzCO8LwyVnk","American Liver Foundation and UPMC (University of Pittsburgh Medical Center) collaborated to bring you this one-hour patient educational webinar focused on the successes and challenges of liver transplantation in patients with liver cancer.   For the presentation, ALF CEO Lorraine Stiehl was joined by Christopher Hughes, MD, Surgical Director, UPMC Liver Transplant Program, UPMC, Michael Weisner, MD, UPMC Living Donor Liver Transplant Recipient.   Participants will learn about,  *Types of liver cancer *Which patients qualify and why are some at a disadvantage when awaiting a deceased donor liver? *What to expect during the liver transplant process *Common patient concerns and available resources  We will also hear about the patient perspective from Michael Weisner, MD, living donor liver transplant recipient, who will share his story and provide patient perspective.  Timestamps: 0:00 -- Welcome and Introduction by ALF CEO Lorraine Stiehl  1:46 -- Presentation about cancer and liver cancer by Dr. Hughes 15:37 - Dr. Weisner shares his story 23:00 - Question and answer 1:01:37 - Closing remarks  For more information about the American Liver Foundation, visit https://liverfoundation.org/.   To join our mail list visit https://liver.news/email. If you've liked what you've seen on this video, then please consider clicking the red ""Subscribe"" button to be notified when new videos from the American Liver Foundation are posted. Click ""Like"" and ""Share"" this with your friends. Leave a comment below and we'll respond as soon as possible.",True,True,3816.0,225,145,302,5,1,15400,480,"Neutral",8
"vzw7KPmSw-E","nan",True,False,2409.0,0,0,370,0,0,24400,946,"",0
"w-H1eYdPhPI","April is Donate Life Month. In April 2009, Travis Murphy's mother, a 51-year-old nurse and passionate advocate for organ donation, died unexpectedly.  Jim Uhrig was diagnosed with pulmonary fibrosis, and was preparing for the worst. This is Jim and Travis' story. This is a story of life. UPMC is a leader in transplantation. To learn more about our program, please visit https://www.upmc.com/services/transplant.",True,True,184.0,62,48,486,4,0,50000,1839,"Neutral",7
"w-g2ipm2li4","Newark Beth Israel Medical Center, including Children's Hospital of New Jersey, is one of the Top 10 Heart Transplant centers in the United States. We treat adult and pediatric heart failure patients. A teaching hospital providing state-of-the-art care in ten specialties. In this program, the Heart Transplant team discusses the treatment of patients with heart failure.   If you would like more information about the program please visit: https://rwjbh.org/nbihearttransplant  To refer a patient, please reach out to the team at 973-926-7205.  #HeartHealth #HeartTransplant #Heart #Cardiology #Cardiothoracic #HeartSurgery #ThoracicSurgery #HeartFailure #LetsBeHealthyTogether",True,True,2423.0,89,72,424,8,0,47600,2491,"Neutral",6
"w0yVPUNNV_Q","Jody Weckwerth P.A.-C., a member of the pediatric liver transplant care team at Mayo Clinic, describes her role on the multidisciplinary care team and how it interfaces with the roles of other care team members such as those from critical care, infectious disease, surgery and the adult liver transplant program.  For the safety of its patients, staff and visitors, Mayo Clinic has strict masking policies in place. Anyone shown without a mask was recorded prior to COVID-19 or recorded in an area not designated for patient care, where social distancing and other safety protocols were followed.",True,True,149.0,96,72,585,5,0,1220000,11882,"Neutral",3
"w3XIdjkGqqg","(https://support.doctorpodcasting.com/media/k2/items/cache/81d94d9ab93afd75493b5ecf45642dcd_Generic.jpg)   UAB’s adult ECMO program, which offers advanced heart and lung support, continues to expand in both reach and capability. Keith Wille, M.D., medical director of the ECMO and Advanced Lung Diseases Program, discusses technology that improves patient mobility, new referral partnerships, and the multidisciplinary care model behind each case. Learn how ECMO is used as a bridge to recovery, transplant, or decision.     Learn more about Keith Wille, MD, MSPH (https://providerdirectory.uabmedicine.org/provider/keith-wille/572690)  ",True,True,690.0,71,60,41,0,0,21200,805,"Neutral",4
"w4T0wbeh8j4","The first patient to receive a heart transplant in Central Florida at Florida Hospital shares his amazing story of getting a second chance at life. Edwin Arce thanked his doctors, nurses, and transplant team for their care and generosity and the heart donor for the amazing gift. He was the first patient in Central Florida not to have to travel hours away to get a heart transplant.",True,True,195.0,67,44,852,5,0,18300,1549,"Positive",3
"w4iz4OTCySM","Maryland High School Football Coach Dennis Harris used to be a diabetic. But thanks to a kidney/pancreas transplant at MedStar Georgetown he no longer needs to check his blood sugar or worry about taking insulin.   Meet Coach Harris and hear how transplantation changed his life. For more information call 202-444-3700 or visit MedStarGeorgetown.org/PancreasTransplant.",True,True,178.0,53,46,2331,30,15,10700,653,"Neutral",4
"w79YUSOhPWI","@americansocietyoftransplan544 with support of @Eurofins Transplant Genomics welcomes back Dr. Vineeta Kumar to describe the process of an incompatible donor and the options available to the recipient. Concerned an incompatible pair can't move forward in the donation process? Dr. Kumar goes into detail regarding the different routes to incompatible living donation; kidney paired exchange, desensitization, or a combination of the two. Be sure to check out part one in the series regarding compatible donors - Living Donation: Compatibility-Related Issues Part 1.",True,True,468.0,80,60,170,3,0,24900,211,"Neutral",4
